"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
801,"Pastizal","Phaeozem","6°-15°",1293614.79174805,326922.786712647,326922.79,12.6974823646132,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_bajo"
802,"Sec Bosque Tropical","Regosol","15°-35°",1476431.61035156,389614.711120605,389614.71,12.8729161733462,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
803,"Sec Bosque Tropical","Phaeozem","15°-35°",691441.723754883,177464.147979736,2258008.51,14.6299942353746,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_medio"
804,"Sec Bosque Tropical","Leptosol","6°-15°",931517.826660156,234199.828582764,250516142.22,19.3390339204048,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
805,"Sec Bosque Tropical","Leptosol","15°-35°",731158.58605957,187504.4480896,250703646.67,19.3397821129628,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto"
806,"Sec Bosque Tropical","Regosol","6°-15°",794260.417114258,194793.972595215,257783559.51,19.3676308780497,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
807,"Sec Bosque Tropical","Regosol","15°-35°",600118.304443359,153251.594238281,927561.88,13.740315866314,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
808,"Sec Bosque Tropical","Phaeozem","15°-35°",1329919.95019531,360943.814910889,360943.81,12.7964803447411,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_media","esc_baja","aporte_bajo"
809,"Sec Bosque Tropical","Phaeozem","15°-35°",891723.002929688,217452.551208496,217452.55,12.2897405434846,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_bajo"
810,"Sec Bosque Tropical","Phaeozem","6°-15°",4557334.86462402,1086319.35189819,8724438.65,15.9816388004946,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_alta","aporte_medio"
811,"Sec Bosque Tropical","Regosol","6°-15°",663735.903808594,198590.58895874,2138221.17,14.5754852800421,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
812,"Sec Bosque Tropical","Regosol","6°-15°",1541524.73120117,468443.814331055,1106679.26,13.9168753352817,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
813,"Bosque de Encino","Regosol","6°-15°",2547837.84179688,718690.349029541,899940.15,13.7100846512796,"Alta","Media","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
814,"Sec Bosque Templado","Regosol","6°-15°",4224091.47912598,1208126.04443359,1631185.94,14.3048184918347,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
815,"Bosque de Encino","Regosol","15°-35°",1604731.65783691,468972.682128906,2432672.74,14.7045015149521,"Media","Media","Media","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_medio"
816,"Bosque de Encino","Regosol","6°-15°",1548566.90661621,439552.675842285,1963700.06,14.4903415465355,"Media","Media","Media","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
817,"Sec Bosque Tropical","Regosol","6°-15°",1696731.5513916,478237.645629883,478237.65,13.0778651546633,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
818,"Sec Bosque Tropical","Regosol","15°-35°",1568925.95410156,428163.310150146,428163.31,12.9672623027616,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
819,"Bosque Tropical","Cambisol","6°-15°",NA,0,1091698.69,13.9032463883075,NA,"Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
820,"Bosque Tropical","Phaeozem","15°-35°",914632.302001953,0,1091698.69,13.9032463883075,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_bajo"
821,"Bosque Tropical","Cambisol","15°-35°",491378.484924316,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_muy_bajo"
822,"Sec Bosque Tropical","Regosol","15°-35°",1811486.56848145,472165.688537598,472165.69,13.0650873590022,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
823,"Sec Bosque Tropical","Regosol","15°-35°",398303.998168945,104010.841674805,576176.53,13.2641711039961,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
824,"Sec Bosque Tropical","Regosol","6°-15°",4048693.40844727,1017964.01611328,1714085.76,14.3543909952952,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
825,"Pastizal","Regosol","6°-15°",1479121.09436035,371892.504608154,4137938.11,15.2357084223413,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
826,"Pastizal","Regosol","15°-35°",1279587.20654297,307825.648040771,4445763.76,15.3074624616251,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_medio"
827,"Pastizal","Regosol","15°-35°",2013077.38806152,507111.23236084,507111.23,13.1364876190233,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
828,"Sec Bosque Tropical","Regosol","6°-15°",398452.679443359,97217.1430053711,0,0,"Baja","Baja","Muy Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
829,"Sec Bosque Tropical","Phaeozem","15°-35°",5629221.12109375,1310160.09960938,11120918.1,16.2243384962488,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_alta","esc_alta","aporte_medio"
830,"Pastizal","Regosol","3°-6°",725255.687866211,153929.490478516,153929.49,11.9442564158642,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
831,"Sec Bosque Tropical","Regosol","3°-6°",882814.794921875,159500.889389038,10689539.24,16.1847762736573,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
832,"Bosque Tropical","Regosol","1°-3°",300199.138427734,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
833,"Bosque Tropical","Regosol","1°-3°",NA,0,0,0,NA,"Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
834,"Pastizal","Regosol","6°-15°",659428.901367188,141846.088897705,7333179.01,15.8079198147086,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
835,"Agricultura","Phaeozem","<1°",1126509.65771484,0,367386964.99,19.7219262537687,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_baja","aporte_alto"
836,"Pastizal","Regosol","6°-15°",1075488.95404053,58773.3435173035,183124.77,12.1179284635228,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
837,"Sec Bosque Tropical","Regosol","15°-35°",912514.811462402,50662.5602531433,104428.46,11.5562670985323,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
838,"Sec Bosque Tropical","Regosol","15°-35°",1468548.02587891,1603.5777875231,366126454.35,19.7184893381128,"Media","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_alto"
839,"Sec Bosque Tropical","Regosol","6°-15°",1212906.52197266,40398.8131780028,1746910.84,14.3733601241909,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
840,"Sec Bosque Tropical","Regosol","3°-6°",1111948.72570801,38019.4006640911,38019.4,10.5458781367656,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
841,"Sec Bosque Tropical","Regosol","6°-15°",3004435.40209961,886119.743713379,3439862.66,15.0509423948432,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
842,"Sec Bosque Tropical","Regosol","6°-15°",2843952.1809082,723718.9012146,723718.9,13.492159718058,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
843,"Pastizal","Regosol","3°-6°",108774.748168945,27697.0098876953,14320726.2,16.4772185003303,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
844,"Pastizal","Regosol","6°-15°",2637249.78588867,713353.217376709,713353.22,13.4777333782751,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
845,"Sec Bosque Tropical","Regosol","3°-6°",153791.491088867,17117.3795471191,438154.7,12.9903296056428,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
846,"Sec Bosque Tropical","Regosol","6°-15°",2566488.39172363,247012.196281433,1432609.99,14.1750092044998,"Alta","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_medio"
847,"Pastizal","Regosol","6°-15°",1922721.55236816,447133.642272949,954244.87,13.7686766425918,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
848,"Pastizal","Regosol","6°-15°",350098.80859375,78373.3203277588,78373.32,11.2692516016615,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
849,"Pastizal","Regosol","6°-15°",950372.635986328,214330.526977539,214330.53,12.2752793008304,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
850,"Pastizal","Regosol","3°-6°",5425688.9699707,1265737.20899963,1591715.25,14.2803233945761,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
851,"Bosque de Encino","Regosol","6°-15°",2048602.92889404,241224.633270264,579942.15,13.2706853604772,"Alta","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo"
852,"Bosque de Encino","Regosol","3°-6°",527917.642944336,59792.2327880859,59792.23,10.9986477228276,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
853,"Sec Bosque Tropical","Regosol","15°-35°",286982.883850098,14901.1076574326,325499219.06,19.600870623481,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto"
854,"Sec Bosque Tropical","Regosol","3°-6°",1458065.28747559,192462.719482422,192462.72,12.1676629474153,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
855,"Bosque Tropical","Regosol","6°-15°",515778.071350098,25463.3902635574,25463.39,10.1450362845845,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
856,"Bosque Tropical","Regosol","3°-6°",101895.587158203,1258.06854605675,30601336.09,17.2365542617196,"Baja","Baja","Alta","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
857,"Bosque Tropical","Regosol","3°-6°",341706.729064941,4172.56612285972,362044535.85,19.7072777921949,"Baja","Baja","Alta","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
858,"Sec Bosque Tropical","Regosol","6°-15°",1822296.9810791,238909.143878937,238909.14,12.3838427769506,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
859,"Sec Bosque Tropical","Regosol","15°-35°",517990.396057129,50026.0199775696,288935.16,12.5739610430387,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
860,"Sec Bosque Tropical","Regosol","6°-15°",812734.873352051,78821.773021698,3964301.8,15.192840559002,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
861,"Sec Bosque Tropical","Regosol","15°-35°",4606471.63641357,456255.785009384,22173566.18,16.9144114698671,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
862,"Pastizal","Regosol","6°-15°",1324507.45068359,125705.62338829,320311098.57,19.5848032676474,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_alto"
863,"Pastizal","Regosol","3°-6°",822577.454956055,170782.310440063,1184478.32,13.9848138435852,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
864,"Pastizal","Regosol","6°-15°",1682219.68383789,269279.78086853,1453758.1,14.1896632424687,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
865,"Sec Bosque Tropical","Regosol","3°-6°",728659.175415039,89768.955291748,89768.96,11.4050056771675,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
866,"Pastizal","Regosol","6°-15°",1134335.13378906,167968.463470459,167968.46,12.0315374561461,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
867,"Pastizal","Regosol","3°-6°",965753.945800781,157544.77204895,285777.05,12.5629707395691,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
868,"Pastizal","Regosol","3°-6°",1372140.44067383,258359.196136475,258359.2,12.4621100142597,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
869,"Pastizal","Regosol","3°-6°",340162.997802734,59613.3706512451,317972.57,12.6697235451007,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
870,"Sec Bosque Tropical","Regosol","6°-15°",3978798.13122559,603579.144638062,2894497.72,14.8783225002831,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
871,"Sec Bosque Tropical","Cambisol","6°-15°",1571934.28088379,310601.161621094,310601.16,12.6462681439546,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_bajo"
872,"Sec Bosque Tropical","Regosol","6°-15°",598708.514282227,107416.535934448,19041191.3,16.7621152061652,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
873,"Sec Bosque Tropical","Regosol","3°-6°",709937.392456055,136031.822769165,18933774.76,16.7564579623559,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
874,"Sec Bosque Tropical","Regosol","6°-15°",761648.994262695,141430.29524231,141430.3,11.8595693657986,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
875,"Pastizal","Regosol","3°-6°",981445.470214844,206984.822967529,206984.82,12.2404055674857,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
876,"Pastizal","Regosol","6°-15°",2768145.76342773,535013.952316284,13303763.19,16.4035575749534,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
877,"Sec Bosque Tropical","Regosol","15°-35°",3423270.39526367,964307.628356934,964307.63,13.7791666779555,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
878,"Sec Bosque Tropical","Regosol","6°-15°",3810518.67822266,1020854.58486938,1020854.58,13.8361516375826,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
